date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:21:07	207813/207813	---M--	200	added ('OK')	image/jpeg	etag:%220c36fbeb3db1:0%22	https://histologyguide.com/imgs/PN-001c-cerebral-cortex.jpg	C:/sitedeneme2/histodeneme/histologyguide.com/imgs/PN-001c-cerebral-cortex.jpg	(from https://histologyguide.com/)
15:21:10	192760/192760	---M--	200	added ('OK')	image/jpeg	etag:%22012fee1eb3db1:0%22	https://histologyguide.com/imgs/EM-195c-podocytes.jpg	C:/sitedeneme2/histodeneme/histologyguide.com/imgs/EM-195c-podocytes.jpg	(from https://histologyguide.com/)
15:21:11	175282/175282	---M--	200	added ('OK')	image/jpeg	etag:%2208bd26718b3db1:0%22	https://histologyguide.com/imgs/MH-135-larynx.jpg	C:/sitedeneme2/histodeneme/histologyguide.com/imgs/MH-135-larynx.jpg	(from https://histologyguide.com/)
15:21:11	40269/40269	---M--	200	added ('OK')	image/png	etag:%22069e8452d3dc1:0%22	https://histologyguide.com/imgs/human-histology-a-color-atlas.png	C:/sitedeneme2/histodeneme/histologyguide.com/imgs/human-histology-a-color-atlas.png	(from https://histologyguide.com/)
15:21:11	80466/80466	---M--	200	added ('OK')	image/png	etag:%2204945d53d3dc1:0%22	https://histologyguide.com/imgs/atlas-of-human-histology-guide-to-microscopic-structure.png	C:/sitedeneme2/histodeneme/histologyguide.com/imgs/atlas-of-human-histology-guide-to-microscopic-structure.png	(from https://histologyguide.com/)
15:21:28	107087/107087	---M--	200	added ('OK')	image/png	etag:%220349c93fce2d31:0%22	https://histologyguide.com/imgs/atlas-of-human-histology.png	C:/sitedeneme2/histodeneme/histologyguide.com/imgs/atlas-of-human-histology.png	(from https://histologyguide.com/)
15:21:30	8867/8867	---M--	200	added ('OK')	text/html	etag:%220ce77649ecedc1:0%22	https://histologyguide.com/about-us/atlas-of-human-histology.html	C:/sitedeneme2/histodeneme/histologyguide.com/about-us/atlas-of-human-histology.html	(from https://histologyguide.com/)
15:21:38	6032/6032	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2025%20May%202026%2012:21:39%20GMT	https://bookstores.umn.edu/product/book/atlas-human-histology-3rd-guide-microscopic-structure-cells-tissues-organs	C:/sitedeneme2/histodeneme/bookstores.umn.edu/product/book/atlas-human-histology-3rd-guide-microscopic-structure-cells-tissues-organs.20.delayed	(from https://histologyguide.com/)
15:21:39	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202026%2012:21:39%20GMT	https://www.googletagmanager.com/robots.txt		(from https://histologyguide.com/)
15:21:40	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2025%20May%202026%2012:21:40%20GMT	https://fonts.googleapis.com/robots.txt		(from https://histologyguide.com/)
15:21:40	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202026%2012:21:41%20GMT	https://fonts.gstatic.com/robots.txt		(from https://histologyguide.com/)
15:21:49	88912/88912	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Sep%202025%2017:56:39%20GMT	https://fonts.gstatic.com/s/robotoflex/v30/NaNnepOXO_NexZs0b5QrzlOHb8wCikXpYqmZsWI-__OGbt8jZktqc2V3Zs0KvDLdBP8SBZtOs2IifRuUZQMsPJtUsR4DEK6cULNeUx9XgTnH37Ha_FIAp4Fm0PP1hw45DntW2x0wZGzhPmr1YNMYKYn9_1IQXGwJAiUJVUMdN5YUW4O8HtSoXjC1z3QSabshNFVe3e0O5j3ZjrZCu23Qd4G0EBysQNK-QKavMl1cKq3tHXtXi8mzLjaAQbE.ttf	C:/sitedeneme2/histodeneme/fonts.gstatic.com/s/robotoflex/v30/NaNnepOXO_NexZs0b5QrzlOHb8wCikXpYqmZsWI-__OGbt8jZktqc2V3Zs0KvDLdBP8SBZtOs2IifRuUZQMsPJtUsR4DEK6cULNeUx9XgTnH37Ha_FIAp4Fm0PP1hw45DntW2x0wZGzhPmr1YNMYKYn9_1IQXGwJAiUJVUMdN5YUW4	(from https://fonts.googleapis.com/css2?family=Roboto+Flex:opsz,wght@8..144,100..1000&display=swap)
15:21:50	8501/8501	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/about-us/sorenson.html	C:/sitedeneme2/histodeneme/histologyguide.com/about-us/sorenson.html	(from https://histologyguide.com/about-us/about-us.html)
15:21:51	7513/7513	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/about-us/Brelje.html	C:/sitedeneme2/histodeneme/histologyguide.com/about-us/Brelje.html	(from https://histologyguide.com/about-us/about-us.html)
15:21:52	7063/7063	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/about-us/erlandsen.html	C:/sitedeneme2/histodeneme/histologyguide.com/about-us/erlandsen.html	(from https://histologyguide.com/about-us/about-us.html)
15:21:53	6711/6711	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/about-us/magney.html	C:/sitedeneme2/histodeneme/histologyguide.com/about-us/magney.html	(from https://histologyguide.com/about-us/about-us.html)
15:21:54	13833/13833	---M--	200	added ('OK')	text/html	etag:%220fc251d3dcddc1:0%22	https://histologyguide.com/figureview/fig-023-tissue-types/00-figure-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/figureview/fig-023-tissue-types/00-figure-1.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:10	7165/7165	---M--	200	added ('OK')	image/png	etag:%22034de47f259d51:0%22	https://histologyguide.com/figureview/fig-023-tissue-types/imgs/figure.png	C:/sitedeneme2/histodeneme/histologyguide.com/figureview/fig-023-tissue-types/imgs/figure.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:11	30634/30634	---M--	200	added ('OK')	text/html	etag:%220bd7771cbcddc1:0%22	https://histologyguide.com/slidebox/01-introduction.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/01-introduction.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:12	8057/8057	---M--	200	added ('OK')	image/png	etag:%22026644fa7e0d31:0%22	https://histologyguide.com/slidebox/imgs/01-introduction.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/01-introduction.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:13	41129/41129	---M-Z	200	added ('OK')	text/html	etag:%2203b17fd17cedc1:0%22	https://histologyguide.com/slidebox/02-epithelium.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/02-epithelium.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:14	5894/5894	---M--	200	added ('OK')	image/png	etag:%220183d48a7e0d31:0%22	https://histologyguide.com/slidebox/imgs/02-epithelium.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/02-epithelium.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:30	33813/33813	---M--	200	added ('OK')	text/html	etag:%22090d09289ccdc1:0%22	https://histologyguide.com/slidebox/03-connective-tissue.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/03-connective-tissue.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:31	13487/13487	---M--	200	added ('OK')	image/png	etag:%2209c22c5acdc1:0%22	https://histologyguide.com/slidebox/imgs/03-connective-tissue.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/03-connective-tissue.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:32	25769/25769	---M-Z	200	added ('OK')	text/html	etag:%22090d09289ccdc1:0%22	https://histologyguide.com/slidebox/04-muscle-tissue.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/04-muscle-tissue.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:34	12725/12725	---M--	200	added ('OK')	image/png	etag:%220d76c68a7e0d31:0%22	https://histologyguide.com/slidebox/imgs/04-muscle-tissue.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/04-muscle-tissue.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:50	32950/32950	---M--	200	added ('OK')	text/html	etag:%22090d09289ccdc1:0%22	https://histologyguide.com/slidebox/05-cartilage-and-bone.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/05-cartilage-and-bone.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:52	9514/9514	---M--	200	added ('OK')	image/png	etag:%2203ff671a7e0d31:0%22	https://histologyguide.com/slidebox/imgs/05-cartilage-and-bone.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/05-cartilage-and-bone.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:53	29570/29570	---M--	200	added ('OK')	text/html	etag:%22090d09289ccdc1:0%22	https://histologyguide.com/slidebox/06-nervous-tissue.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/06-nervous-tissue.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:54	12487/12487	---M--	200	added ('OK')	image/png	etag:%22021e4c6e588dc1:0%22	https://histologyguide.com/slidebox/imgs/06-nervous-tissue.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/06-nervous-tissue.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:22:54	15042/15042	---M--	200	added ('OK')	text/html	etag:%22090d09289ccdc1:0%22	https://histologyguide.com/slidebox/07-peripheral-blood.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/07-peripheral-blood.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:23:11	10011/10011	---M--	200	added ('OK')	image/png	etag:%220a17a4a7e0d31:0%22	https://histologyguide.com/slidebox/imgs/07-peripheral-blood.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/07-peripheral-blood.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:23:13	27345/27345	---M--	200	added ('OK')	text/html	etag:%22090d09289ccdc1:0%22	https://histologyguide.com/slidebox/08-hematopoiesis.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/08-hematopoiesis.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:23:13	12331/12331	---M--	200	added ('OK')	image/png	etag:%220289ba7a7e0d31:0%22	https://histologyguide.com/slidebox/imgs/08-hematopoiesis.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/08-hematopoiesis.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:23:14	39697/39697	---M-Z	200	added ('OK')	text/html	etag:%220128dcdc8cddc1:0%22	https://histologyguide.com/slidebox/09-cardiovascular-system.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/09-cardiovascular-system.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:23:15	12028/12028	---M--	200	added ('OK')	image/png	etag:%220f7df6eb288dc1:0%22	https://histologyguide.com/slidebox/imgs/09-cardiovascular-system.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/09-cardiovascular-system.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:23:55	17735/17735	---M--	200	added ('OK')	text/html	etag:%220128dcdc8cddc1:0%22	https://histologyguide.com/slidebox/10-lymphoid-system.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/10-lymphoid-system.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:23:56	10478/10478	---M--	200	added ('OK')	image/png	etag:%2209024b1a7e0d31:0%22	https://histologyguide.com/slidebox/imgs/10-lymphoid-system.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/10-lymphoid-system.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:23:57	19580/19580	---M--	200	added ('OK')	text/html	etag:%220128dcdc8cddc1:0%22	https://histologyguide.com/slidebox/11-skin.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/11-skin.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:23:58	13026/13026	---M--	200	added ('OK')	image/png	etag:%22044e9b5a7e0d31:0%22	https://histologyguide.com/slidebox/imgs/11-skin.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/11-skin.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:23:59	21224/21224	---M--	200	added ('OK')	text/html	etag:%220128dcdc8cddc1:0%22	https://histologyguide.com/slidebox/12-exocrine-glands.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/12-exocrine-glands.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:23:59	11311/11311	---M--	200	added ('OK')	image/png	etag:%220cb7cb9a7e0d31:0%22	https://histologyguide.com/slidebox/imgs/12-exocrine-glands.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/12-exocrine-glands.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:15	21441/21441	---M--	200	added ('OK')	text/html	etag:%220128dcdc8cddc1:0%22	https://histologyguide.com/slidebox/13-endocrine-glands.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/13-endocrine-glands.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:16	11652/11652	---M--	200	added ('OK')	image/png	etag:%220acb7863d95dc1:0%22	https://histologyguide.com/slidebox/imgs/13-endocrine-glands.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/13-endocrine-glands.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:17	38817/38817	---M-Z	200	added ('OK')	text/html	etag:%220128dcdc8cddc1:0%22	https://histologyguide.com/slidebox/14-gastrointestinal-tract.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/14-gastrointestinal-tract.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:17	8957/8957	---M--	200	added ('OK')	image/png	etag:%2206d5c1a7e0d31:0%22	https://histologyguide.com/slidebox/imgs/14-gastrointestinal-tract.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/14-gastrointestinal-tract.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:18	20401/20401	---M--	200	added ('OK')	text/html	etag:%220128dcdc8cddc1:0%22	https://histologyguide.com/slidebox/15-liver-and-gallbladder.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/15-liver-and-gallbladder.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:19	6517/6517	---M--	200	added ('OK')	image/png	etag:%2208d68c5a7e0d31:0%22	https://histologyguide.com/slidebox/imgs/15-liver-and-gallbladder.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/15-liver-and-gallbladder.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:35	18374/18374	---M--	200	added ('OK')	text/html	etag:%220128dcdc8cddc1:0%22	https://histologyguide.com/slidebox/16-urinary-system.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/16-urinary-system.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:36	16224/16224	---M--	200	added ('OK')	image/png	etag:%2206a30c2c793dc1:0%22	https://histologyguide.com/slidebox/imgs/16-urinary-system.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/16-urinary-system.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:37	17838/17838	---M-Z	200	added ('OK')	text/html	etag:%220128dcdc8cddc1:0%22	https://histologyguide.com/slidebox/17-respiratory-system.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/17-respiratory-system.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:38	13490/13490	---M--	200	added ('OK')	image/png	etag:%220412dcaa7e0d31:0%22	https://histologyguide.com/slidebox/imgs/17-respiratory-system.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/17-respiratory-system.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:39	29594/29594	---M--	200	added ('OK')	text/html	etag:%220128dcdc8cddc1:0%22	https://histologyguide.com/slidebox/18-female-reproductive-system.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/18-female-reproductive-system.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:39	13933/13933	---M--	200	added ('OK')	image/png	etag:%220c8c0cda7e0d31:0%22	https://histologyguide.com/slidebox/imgs/18-female-reproductive-system.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/18-female-reproductive-system.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:55	20036/20036	---M--	200	added ('OK')	text/html	etag:%220128dcdc8cddc1:0%22	https://histologyguide.com/slidebox/19-male-reproductive-system.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/19-male-reproductive-system.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:56	12265/12265	---M--	200	added ('OK')	image/png	etag:%2204f54d1a7e0d31:0%22	https://histologyguide.com/slidebox/imgs/19-male-reproductive-system.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/19-male-reproductive-system.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:56	13255/13255	---M--	200	added ('OK')	text/html	etag:%220128dcdc8cddc1:0%22	https://histologyguide.com/slidebox/20-organs-of-special-sense.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/20-organs-of-special-sense.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:57	7650/7650	---M--	200	added ('OK')	image/png	etag:%220a9b6d3a7e0d31:0%22	https://histologyguide.com/slidebox/imgs/20-organs-of-special-sense.png	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/imgs/20-organs-of-special-sense.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:58	26149/26149	---M--	200	added ('OK')	text/html	etag:%22090d09289ccdc1:0%22	https://histologyguide.com/slidebox/21-look-alikes.html	C:/sitedeneme2/histodeneme/histologyguide.com/slidebox/21-look-alikes.html	(from https://histologyguide.com/slidebox/slidebox.html)
15:24:59	14899/14899	---M--	200	added ('OK')	image/png	etag:%2205d7bd8a7e0d31:0%22	https://histologyguide.com/quizzes/imgs/21-look-alikes.png	C:/sitedeneme2/histodeneme/histologyguide.com/quizzes/imgs/21-look-alikes.png	(from https://histologyguide.com/slidebox/slidebox.html)
15:25:15	22583/22583	---M--	200	added ('OK')	text/html	etag:%22018742b3dcddc1:0%22	https://histologyguide.com/galleryview/01-introduction.html	C:/sitedeneme2/histodeneme/histologyguide.com/galleryview/01-introduction.html	(from https://histologyguide.com/gallery/gallery.html)
15:25:16	8057/8057	---M--	200	added ('OK')	image/png	etag:%22026644fa7e0d31:0%22	https://histologyguide.com/gallery/imgs/01-introduction.png	C:/sitedeneme2/histodeneme/histologyguide.com/gallery/imgs/01-introduction.png	(from https://histologyguide.com/gallery/gallery.html)
15:25:17	28378/28378	---M-Z	200	added ('OK')	text/html	etag:%22018742b3dcddc1:0%22	https://histologyguide.com/galleryview/02-epithelium.html	C:/sitedeneme2/histodeneme/histologyguide.com/galleryview/02-epithelium.html	(from https://histologyguide.com/gallery/gallery.html)
15:25:18	5894/5894	---M--	200	added ('OK')	image/png	etag:%220183d48a7e0d31:0%22	https://histologyguide.com/gallery/imgs/02-epithelium.png	C:/sitedeneme2/histodeneme/histologyguide.com/gallery/imgs/02-epithelium.png	(from https://histologyguide.com/gallery/gallery.html)
15:25:19	26334/26334	---M--	200	added ('OK')	text/html	etag:%22018742b3dcddc1:0%22	https://histologyguide.com/galleryview/03-connective-tissue.html	C:/sitedeneme2/histodeneme/histologyguide.com/galleryview/03-connective-tissue.html	(from https://histologyguide.com/gallery/gallery.html)
15:25:20	12414/12414	---M--	200	added ('OK')	image/png	etag:%22023a863a7e0d31:0%22	https://histologyguide.com/gallery/imgs/03-connective-tissue.png	C:/sitedeneme2/histodeneme/histologyguide.com/gallery/imgs/03-connective-tissue.png	(from https://histologyguide.com/gallery/gallery.html)
15:25:37	21935/21935	---M--	200	added ('OK')	text/html	etag:%22018742b3dcddc1:0%22	https://histologyguide.com/galleryview/04-muscle-tissue.html	C:/sitedeneme2/histodeneme/histologyguide.com/galleryview/04-muscle-tissue.html	(from https://histologyguide.com/gallery/gallery.html)
15:25:37	12725/12725	---M--	200	added ('OK')	image/png	etag:%220d76c68a7e0d31:0%22	https://histologyguide.com/gallery/imgs/04-muscle-tissue.png	C:/sitedeneme2/histodeneme/histologyguide.com/gallery/imgs/04-muscle-tissue.png	(from https://histologyguide.com/gallery/gallery.html)
